,round,teamA,teamB,A_scored,B_scored,A_xG,B_xG,A_xGA,B_xGA,A_ppg,B_ppg,A_gpg,B_gpg,A_cpg,B_cpg,A_deep,B_deep,A_deep_allowed,B_deep_allowed,A_ppda,B_ppda,A_ppda_allowed,B_ppda_allowed
186,19,Newcastle United,Man Utd,1,4,0.9230970530364203,1.6971047158355326,1.8142394297834936,1.032262637408863,1.3888888888888888,1.3888888888888888,1.0,1.4444444444444444,1.3333333333333333,1.2222222222222223,3.2019187770189648,7.126444879406252,8.57136894023568,5.1566219355139955,22.361279792654535,10.151087214680144,6.6354867333978635,11.859472758725037
187,19,Liverpool,Leicester,4,0,2.1299237494311063,1.6486259471671998,0.9312605480394718,1.3020949457549584,2.7222222222222223,2.1666666666666665,2.3333333333333335,2.2777777777777777,0.7777777777777778,0.7777777777777778,11.275084689826196,8.262912291002994,3.9884788612993995,5.695241604612972,8.491618851878194,8.884220369951557,24.366596771006034,13.021431793174699
188,19,Man City,Wolves,2,3,2.566152973055276,1.6577486791291072,1.0476664082460236,1.1336475279108715,2.111111111111111,1.5,2.7777777777777777,1.4444444444444444,1.1111111111111112,1.2222222222222223,13.911347398157556,4.4259975950411,3.481138232064156,5.277787954744346,8.406355132176174,13.632610237141236,23.898437136970813,10.687283737500398
189,20,Bournemouth,Brighton,0,2,1.1784124750407774,1.302410240758733,1.8706037078795563,1.5684980444194272,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.1578947368421053,1.368421052631579,1.4736842105263157,5.232080320941866,6.997398379706906,8.799095535891603,6.704682664416348,13.651467982773479,9.790847783318195,8.805342315388792,13.765155124970235
190,20,Aston Villa,Watford,0,3,1.189676466901005,1.4273187252855195,2.226062667485684,1.5974845136032423,0.9473684210526315,0.6842105263157895,1.3157894736842106,0.631578947368421,1.736842105263158,1.736842105263158,5.123064133571709,6.3291232306485865,10.028791888828167,7.306902944144602,12.654537157785015,13.830253962643503,7.801509896722471,10.952865205484414
191,20,Crystal Palace,Southampton,1,1,0.9995367035476523,1.3856662954563834,1.4652757701889991,1.5929807746080282,1.368421052631579,1.105263157894737,0.8947368421052632,1.2105263157894737,1.105263157894737,1.9473684210526316,6.445615087231495,5.3995409664485114,7.635514406981206,6.403124850539079,13.464957755671357,7.932490246122524,7.602507197252992,10.94132981969964
192,20,Everton,Newcastle United,2,1,1.7388591268363056,0.9185583763591496,1.3190171892718952,1.807734409418618,1.1578947368421053,1.3157894736842106,1.105263157894737,1.0,1.5263157894736843,1.4736842105263157,5.772197347365097,3.1734158761982134,5.363695804540274,8.663203545244096,9.652362169792926,21.731325499535053,11.882821747554049,6.693896973876359
193,20,Leicester,West Ham,2,1,1.7031842309945997,1.3640895740017784,1.2139651223890642,1.888243525804013,2.0526315789473686,1.0,2.1578947368421053,1.0526315789473684,0.9473684210526315,1.5789473684210527,8.450873444253101,6.3915043539317855,5.684357376206293,8.28601855275549,8.487228240306969,14.75300300805656,13.093625785788081,9.520321689113509
194,20,Tottenham,Norwich,2,2,1.4296878806403652,1.1041994049639436,1.6064609309948366,1.9325984004183574,1.5263157894736843,0.631578947368421,1.7894736842105263,1.0,1.4210526315789473,2.0,6.383502272205146,6.051779814068247,8.236780779556154,8.921484831393908,11.648883913929847,12.244985986320167,10.608306479850706,9.156470887398804
195,20,Man Utd,Burnley,2,0,1.6864163128296585,1.3860794316583638,1.0316227316020368,1.45272446482097,1.4736842105263157,1.263157894736842,1.5789473684210527,1.2105263157894737,1.2105263157894737,1.5789473684210527,7.166675053670762,3.4774812748263395,5.197929861782352,7.113967120452482,10.335054615204434,12.418423629721913,10.854453928679503,9.280691298926225
196,20,Chelsea,Arsenal,2,1,2.0062266488614107,1.4462015183618537,1.022720791865817,1.665066050058103,1.6842105263157894,1.263157894736842,1.736842105263158,1.3157894736842106,1.4210526315789473,1.4736842105263157,9.237403825712988,7.777923753086299,4.34990124321753,6.932024617773939,9.265445420189678,11.72724885244537,15.077687852438142,11.489794940135177
197,20,Wolves,Liverpool,0,1,1.6314522033837182,2.0668542782553794,1.1198335110505455,0.96242464604099,1.5789473684210527,2.736842105263158,1.5263157894736843,2.4210526315789473,1.263157894736842,0.7368421052631579,4.441211794863996,11.47797256251182,5.430566095985215,4.026497279041685,13.655203459896281,8.39514265387351,10.426115299553985,24.534542800660113
198,20,Sheffield United,Man City,0,2,1.1968666249165651,2.6034998649501073,1.4864472638722006,0.999581279969096,1.5263157894736843,2.0,1.2105263157894737,2.736842105263158,0.8947368421052632,1.2105263157894737,5.299921906831969,14.372466948091756,6.748746685363821,3.462607454637876,14.850008299844493,8.063724958325324,11.486546512725628,24.287667034719767
199,21,Chelsea,Brighton,1,1,2.025825366125311,1.3117814038648383,1.0318556684760407,1.6095661999740205,1.75,1.15,1.75,1.2,1.4,1.4,9.284996280548103,6.843452163541787,4.247974367956665,6.770247382278516,9.391039474812358,9.82126500575351,15.119137385224224,13.640738014392168
200,21,Aston Villa,Burnley,2,1,1.210343590718898,1.421772911360448,2.189381334181601,1.4294139099931478,0.9,1.2,1.25,1.15,1.8,1.6,5.091744995484984,3.494534177498709,10.101248742000603,7.046608803325785,12.535056341991623,12.397653045069124,7.794420964462558,9.326430273887876
201,21,Leicester,Newcastle United,3,0,1.6677878552636227,0.8911140831421936,1.2305751655578745,1.768579579011642,2.1,1.25,2.15,1.0,0.95,1.5,8.468214730570528,3.064701102205837,5.633755736829612,8.765634450830408,8.544429326472624,22.028684172594094,13.289534469856854,6.643662242102372
202,21,Tottenham,Southampton,0,1,1.4156806620918068,1.3823197345798257,1.6542612499589378,1.6449501951297436,1.5,1.1,1.8,1.2,1.45,1.9,6.2186273533553305,5.449524572393101,8.388094378826016,6.560379309486903,11.74348691085591,8.037222040626899,10.701460282702516,10.653520170403198
203,21,Wolves,Watford,1,2,1.6802094419753995,1.3570948301041934,1.1055486460909512,1.635426341049521,1.5,0.8,1.45,0.75,1.25,1.65,4.496643017743381,6.264858739519687,5.100972484292338,7.357168441996317,13.372711285276907,14.054494499668252,10.596350503382983,10.758744636464584
204,21,Everton,Man City,1,2,1.7000412385090309,2.6667173593230284,1.307835303174463,0.9898363333011415,1.25,2.05,1.15,2.7,1.5,1.15,5.764061538342422,14.596319737595579,5.340970654702427,3.5235494319144536,9.711375104428388,7.983046831588879,11.80720823853812,23.88298649449976
205,21,Bournemouth,West Ham,0,4,1.2026155634350908,1.3864736345403084,1.899598126018112,1.8599648152580133,1.0,0.95,1.0,1.05,1.4,1.6,5.240368903832647,6.368100675236854,8.720491805030587,8.297019266323009,13.531877553586817,15.012733892981812,8.798390255224106,9.617257138694798
206,21,Crystal Palace,Norwich,1,1,1.0326789998379469,1.1363589205394797,1.4647336844270376,1.9368564158190633,1.35,0.65,0.9,1.05,1.1,2.0,6.616600282894245,6.130694422301641,7.775341884172791,8.841541940293673,13.25207151550487,12.408254678101713,7.702603627916568,9.162488998452604
207,21,Man Utd,Arsenal,0,2,1.67030078640003,1.4698082154462053,1.0564289135867306,1.6710805518458924,1.55,1.2,1.6,1.3,1.15,1.5,7.096162555735021,7.805706744267951,5.282465625697059,6.893882639837294,10.424864408096914,11.646079168604134,10.771932925936406,11.685859045140003
208,21,Sheffield United,Liverpool,0,2,1.1953419009547552,2.087411931050214,1.5031208998668757,0.9838053833995968,1.45,2.75,1.15,2.35,0.95,0.7,5.437418652949967,11.387900154030099,6.654944463920647,4.063157896150316,14.05209197900468,8.48068346294042,11.548485950755861,24.66077647211226
209,22,West Ham,Sheffield United,0,1,1.3502514666380123,1.2187058551612036,1.9037823466140908,1.438813437361329,1.0476190476190477,1.380952380952381,1.1904761904761905,1.0952380952380953,1.5238095238095237,1.0,6.305335316592117,5.372311096822882,8.462289238104661,6.265567149917341,14.743992888865726,13.304262478129875,9.410228567106136,11.446339532037356
210,22,Arsenal,Crystal Palace,1,1,1.4541774374264271,1.022437422908637,1.7052061786975314,1.45704882613577,1.2857142857142858,1.3333333333333333,1.3333333333333333,0.9047619047619048,1.4285714285714286,1.0952380952380953,7.798767699420379,6.601854139928639,6.961521305545768,7.805162725871744,11.597724853197139,13.454074266101209,11.710354011037861,7.575780690528744
211,22,Southampton,Leicester,2,1,1.3776911536719623,1.6382250804660698,1.6651984163843774,1.2479004411562542,1.1904761904761905,2.142857142857143,1.1904761904761905,2.1904761904761907,1.8095238095238095,0.9047619047619048,5.5012933071214265,8.178530681746317,6.651821427682864,5.77351557286152,8.10997997064929,8.75767660826003,10.81971731934617,12.300670411005193
212,22,Brighton,Everton,0,1,1.301858380936563,1.7304376398843535,1.610896823049944,1.2903447782878366,1.1428571428571428,1.1904761904761905,1.1904761904761905,1.1428571428571428,1.380952380952381,1.5238095238095237,6.722046477524165,5.898492307568937,6.761410743135381,5.210291035227513,9.737467505974799,9.272495643872258,13.857689476484174,11.871751389914483
213,22,Newcastle United,Wolves,1,1,0.8953831632630472,1.697428266666761,1.7428934089736283,1.1068955170944494,1.1904761904761905,1.4285714285714286,0.9523809523809523,1.4285714285714286,1.5714285714285714,1.2857142857142858,3.105651144598369,4.400360056887356,8.487389622016192,5.027932964457428,21.375941256155407,13.579354027018326,6.783803097567848,10.234671676590022
214,22,Burnley,Chelsea,0,3,1.3888298010518927,2.043165957130131,1.4180272639214744,1.0111662711097347,1.1428571428571428,1.7142857142857142,1.1428571428571428,1.7142857142857142,1.619047619047619,1.380952380952381,3.2979103981236624,9.372880752876878,7.119701974873135,4.026742612878076,12.590426368107305,9.444540993074373,8.730945640812443,15.239104207732849
215,22,Norwich,Man Utd,0,4,1.1160442636371521,1.707021470492339,1.961390893350566,1.023696564109297,0.6666666666666666,1.4761904761904763,1.0476190476190477,1.5238095238095237,1.9523809523809523,1.1904761904761905,6.097259592390166,7.17678419249406,8.912370476458815,5.177945072839254,12.462418319567163,10.402743808408333,9.207200113777704,10.686238038472421
216,22,Liverpool,Tottenham,1,0,2.053158785730579,1.4277406857379427,0.9962767542352966,1.6593448660288999,2.761904761904762,1.4285714285714286,2.3333333333333335,1.7142857142857142,0.6666666666666666,1.4285714285714286,11.223182302388317,6.297864044546593,3.9582706781556842,8.54481203521266,8.283565015188293,11.94861144338648,24.398661346116267,10.869369578513322
217,22,Watford,Bournemouth,3,0,1.36811655433897,1.2198265121292011,1.6509227387821945,1.8842891305187588,0.9047619047619048,0.9523809523809523,0.8095238095238095,0.9523809523809523,1.619047619047619,1.5238095238095237,6.236584075655059,5.284667793255242,7.370905689765406,8.746223655210251,13.825821211193954,13.479444609072061,10.86485019940553,8.326904192910682
218,22,Man City,Aston Villa,6,1,2.7029318326281544,1.1911330046731443,0.9957069305220225,2.1838528104023727,2.0952380952380953,1.0,2.6666666666666665,1.2857142857142858,1.1428571428571428,1.7619047619047619,14.82949972666206,5.09502160246659,3.587030658244223,10.140579054214909,7.8990071162384154,12.054165497062753,23.961444265103914,7.822793141764793
219,23,Tottenham,Watford,0,0,1.4401214813432481,1.3348967884225047,1.6560258224146267,1.6984397294529872,1.3636363636363635,1.0,1.6363636363636365,0.9090909090909091,1.4090909090909092,1.5454545454545454,6.386243430875307,6.209319221214168,8.065766344259302,7.455580892971313,11.292788806593652,13.926743397308023,10.825883793071526,10.7885948493843
220,23,Everton,West Ham,1,1,1.7190956260337518,1.3661615190179415,1.2810026543758302,1.8993574304217367,1.2727272727272727,1.0,1.1363636363636365,1.1363636363636365,1.4545454545454546,1.5,5.740742011706203,6.423383006470408,5.179917613505495,8.621656710894115,9.32143778402119,14.913421206325218,11.674511058757348,9.424879587359927
221,23,Aston Villa,Brighton,1,1,1.193861463201192,1.2935947516842974,2.118542094169138,1.5960956381588707,0.9545454545454546,1.0909090909090908,1.2727272727272727,1.1363636363636365,1.9545454545454546,1.3636363636363635,5.265647502569365,6.747833851721456,9.72976984814053,6.645746841104502,11.139755726107033,9.4780913454739,7.857076189338326,14.066892672072893
222,23,Crystal Palace,Man City,2,2,1.0476008308696598,2.665489755222017,1.4576848556406188,0.9910661066120949,1.3181818181818181,2.1363636363636362,0.9090909090909091,2.8181818181818183,1.0909090909090908,1.1363636363636365,6.659063216354662,14.644839002614276,7.798204251795735,3.6794246103243733,13.648862632747681,7.93111451324693,7.667772858047628,23.60292441742906
223,23,Bournemouth,Norwich,0,1,1.2544180318264782,1.1460463087670503,1.868366789384865,1.9194919966845148,0.9090909090909091,0.6363636363636364,0.9090909090909091,1.0,1.5909090909090908,2.0454545454545454,5.2956165545342895,6.1721617206898145,8.81338610348757,8.623526564903772,13.497884786344063,12.371790402408848,8.22409281571494,9.357457260698336
224,23,Sheffield United,Arsenal,1,1,1.1898139214169605,1.454799830652528,1.4578864172670907,1.763012186143262,1.4545454545454546,1.2727272727272727,1.0909090909090908,1.3181818181818181,0.9545454545454546,1.4090909090909092,5.4213222074236995,7.7903830202295605,6.382194548128674,7.0432513599435085,13.457986138063086,11.872630055413685,11.497994515324404,11.864952094831104
225,23,Wolves,Southampton,3,2,1.6849060619048597,1.3381404288131915,1.1398383927049656,1.6992401247068536,1.4090909090909092,1.2727272727272727,1.4090909090909092,1.2272727272727273,1.2727272727272727,1.7727272727272727,4.486087201776191,5.597496895856866,5.136073427473765,6.830737636439897,13.921473813697553,8.152671507981955,10.028767093611094,10.774321831628715
226,23,Chelsea,Newcastle United,0,1,2.013410098456207,0.9207720262367274,1.021657673649368,1.731994959294115,1.7727272727272727,1.1818181818181819,1.7727272727272727,0.9545454545454546,1.3181818181818181,1.5454545454545454,9.350483636908194,3.1451386854768826,4.134840563338007,8.719082108516771,9.460417457112744,21.567939158160954,14.783357929437592,6.8832246367667
227,23,Leicester,Burnley,1,2,1.6688719047684293,1.4146537549385039,1.2065393854832633,1.3619386971492236,2.0454545454545454,1.0909090909090908,2.1363636363636362,1.0909090909090908,0.9545454545454546,1.6818181818181819,8.399192491808687,3.3862915672822647,5.872569700463718,7.008921281599025,8.641879344269318,11.997750459188357,12.489980068541094,8.720597396228307
228,23,Man Utd,Liverpool,0,2,1.6560379515813513,2.0649864313356012,1.0504004771132005,0.9920627832443465,1.5454545454545454,2.772727272727273,1.6363636363636365,2.272727272727273,1.1363636363636365,0.6363636363636364,6.825955056511705,10.847150852480176,5.220014539726369,3.956665704238595,10.595698944422917,8.14062520808015,10.53217511127501,24.22168678250535
229,24,Brighton,Bournemouth,1,3,1.2933376267490782,1.2792794615345668,1.618235855011135,1.8722206032914672,1.0869565217391304,0.8695652173913043,1.1304347826086956,0.8695652173913043,1.3478260869565217,1.565217391304348,6.738135153710742,5.341888574339086,6.747506334993137,8.913864178612126,9.57340255106905,13.51566638585635,14.223311620998775,8.196381844847615
230,24,Newcastle United,Everton,2,2,0.9218406426304477,1.7106801126778144,1.7195963038823505,1.2665970348892528,1.2608695652173914,1.2608695652173914,0.9565217391304348,1.1304347826086956,1.4782608695652173,1.434782608695652,3.1507209426106084,5.8029113692671395,8.631354497305878,5.293486099702119,21.5128598950133,9.368631990593377,6.994117892026958,11.770029310855826
231,24,Man City,Sheffield United,1,0,2.6735043283562674,1.190037834809334,1.0079140277209322,1.4674308513198862,2.0869565217391304,1.434782608695652,2.782608695652174,1.0869565217391304,1.173913043478261,0.9565217391304348,14.296707294389872,5.605543966066353,3.7494006357545557,6.3981193209673695,8.094910951298885,13.685402227149048,23.378046268155266,11.602077620129588
232,24,Southampton,Crystal Palace,2,0,1.3578249441279484,1.0653271705184928,1.6821701291606699,1.4186288885498735,1.2173913043478262,1.3043478260869565,1.2608695652173914,0.9565217391304348,1.826086956521739,1.1304347826086956,5.725978927851754,6.838257955445226,6.8961211234556075,7.213519799941725,8.265266918981311,13.058434272468746,10.623404754186883,7.808841044895614
233,24,Watford,Aston Villa,1,2,1.294248972592601,1.2000547297440916,1.6958039498165636,2.147765740389464,1.0,0.9565217391304348,0.8695652173913043,1.2608695652173914,1.4782608695652173,1.9130434782608696,6.101985345107021,5.310849199089699,7.24233400423944,9.827261628431264,14.116233527973717,11.180461287753714,10.93431003589908,7.887686053243266
234,24,Arsenal,Chelsea,2,2,1.4628705388901184,2.0118351022429843,1.783675478505521,1.026606507251267,1.2608695652173914,1.6956521739130435,1.3043478260869565,1.6956521739130435,1.391304347826087,1.3043478260869565,7.854325270952046,9.287040699866203,7.259081765655777,4.178488277312546,11.975223985964174,9.67043351315554,12.00298609821793,14.467333234415962
235,24,West Ham,Leicester,1,4,1.353923115903247,1.6432842857210614,1.8972277162071882,1.194911669540312,1.0,1.9565217391304348,1.1304347826086956,2.0869565217391304,1.4782608695652173,1.0,6.593513122103884,8.183776818416714,8.799412738236196,5.9830531504815525,15.140860483491574,8.628105472895061,9.479682648412233,12.62421007117729
236,24,Norwich,Tottenham,1,2,1.1224150129503982,1.4284483199626496,1.9718456119416115,1.6297503160722921,0.7391304347826086,1.3478260869565217,1.0,1.565217391304348,1.9565217391304348,1.3478260869565217,6.178783325331731,6.150037839120854,8.801354509707764,8.032400856554275,12.501474648655343,11.446102692543425,9.217359463032889,10.891093928538366
237,24,Burnley,Man Utd,2,0,1.4112892461863076,1.6651740266421722,1.3272168649045528,1.0136254954637083,1.173913043478261,1.4782608695652173,1.1304347826086956,1.565217391304348,1.6521739130434783,1.173913043478261,3.4000876946852028,6.8961840971467705,6.75923989879899,4.959245868177383,12.104812975587942,10.426302749977644,8.710618731807887,10.514181846324046
238,24,Liverpool,Wolves,2,1,2.067073446740444,1.6659716796704311,0.9768328826459303,1.153410100116695,2.782608695652174,1.4782608695652173,2.260869565217391,1.4782608695652173,0.6086956521739131,1.3043478260869565,10.805977668640182,4.466321324921429,3.9194037651042595,5.256691636222756,8.038504679797299,13.879992037301305,24.551032739023398,10.222181212596137
239,24,Liverpool,West Ham,2,0,2.0854131946919994,1.3607582271855057,0.943079531978466,1.8609494203574448,2.9130434782608696,1.0,2.347826086956522,1.173913043478261,0.6521739130434783,1.6521739130434783,11.144669117434036,6.757567162179024,3.916303909915962,8.470820336030345,7.924601013635655,15.145891215044845,24.649149382831993,9.639671314426955
240,25,Chelsea,Leicester,2,2,1.9627534987516624,1.5979365816396707,1.0429825610816694,1.1960678005953231,1.6666666666666667,2.0,1.7083333333333333,2.1666666666666665,1.3333333333333333,1.0,8.868720724861422,7.833197419074453,4.256291430073708,6.125305048713037,9.730091852911096,8.757680668355597,14.234023707073675,12.539360430862192
241,25,Southampton,Liverpool,0,4,1.3665643650559467,2.0656498560263072,1.7209232495130031,0.9455694755160993,1.2916666666666667,2.9166666666666665,1.2916666666666667,2.3333333333333335,1.75,0.625,5.638516578922976,11.150233314258422,6.8152027051269775,3.990007906451191,8.429315646634437,7.960162591083181,10.762766475501763,24.13565512832553
242,25,Brighton,West Ham,3,3,1.2690900419901165,1.3793127359234094,1.6073460641186759,1.832552859601962,1.0416666666666667,0.9583333333333334,1.125,1.125,1.4166666666666667,1.6666666666666667,6.835925694914698,6.940550514570525,6.77420298981432,8.373544195108435,9.701024070750087,14.266887031008107,14.338429893177302,9.741197134212607
243,25,Aston Villa,Bournemouth,1,2,1.205582426816762,1.2545152100551271,2.1617972295723584,1.8683725495719083,1.0416666666666667,0.9583333333333334,1.2916666666666667,0.9583333333333334,1.875,1.5416666666666667,5.282134582385103,5.316576596429051,10.195064196282567,9.102858954712591,11.39631384141012,13.612422785312365,7.84133963879507,8.280858069649447
244,25,Sheffield United,Crystal Palace,1,0,1.204862650338239,1.0792821051798676,1.417231953152739,1.428915634569512,1.375,1.25,1.0416666666666667,0.9166666666666666,0.9583333333333334,1.1666666666666667,5.591456250568724,6.761052882425412,6.233766439573346,7.185431221368214,13.3527380209758,13.274806925056916,11.730723249419931,7.944871082213314
245,25,Norwich,Newcastle United,0,0,1.1116184062700554,0.9343731298672495,1.9628822409395261,1.7077054575924344,0.7083333333333334,1.25,1.0,1.0,1.9583333333333333,1.5,6.006597015522149,3.1918181191324155,8.865688599340183,8.761045729352517,12.447955886107318,21.74546203412092,9.225122300998349,6.851050673885064
246,25,Everton,Watford,3,2,1.697531655473115,1.2757932216137653,1.2933534208465316,1.7182473051671552,1.25,0.9583333333333334,1.1666666666666667,0.875,1.4583333333333333,1.5,5.833792575777414,6.284199107432272,5.420158641998354,7.28670307581942,9.30588706715466,14.298956153972778,11.645799668965665,11.110535394324046
247,25,Wolves,Man Utd,0,0,1.6592413825158037,1.6740730990222499,1.1378090322637195,1.0242091203016979,1.4166666666666667,1.4166666666666667,1.4583333333333333,1.5,1.3333333333333333,1.2083333333333333,4.482975657954338,6.749619243473441,5.373002051802141,5.0292189348980045,13.589991752919207,10.44152784819113,10.194401970188856,10.425402626549905
248,25,Arsenal,Burnley,0,0,1.5001536030105402,1.4379817556550116,1.716906956776585,1.3238021289393433,1.25,1.25,1.3333333333333333,1.1666666666666667,1.4166666666666667,1.5833333333333333,8.098255490575047,3.415475682942326,6.686543505891434,6.59613374106049,11.599191652046015,12.070382705418247,12.169777185643678,8.66102714456973
249,25,Man City,Tottenham,0,2,2.66637948294042,1.3978955630381362,1.0162344215681083,1.637636097459688,2.125,1.4166666666666667,2.7083333333333335,1.5833333333333333,1.125,1.3333333333333333,14.41444684061808,6.1173469867793475,3.6690220870315042,7.91826242796021,8.098300628130987,11.540183565333557,23.391547920589385,10.771520618097533
250,26,Crystal Palace,Everton,1,3,1.08318278750772,1.6616656431685832,1.4492070858041373,1.3067143287339078,1.2,1.32,0.88,1.24,1.16,1.48,6.788233342512035,5.863570882055178,7.299196622131365,5.542307164926868,13.356050029523235,9.352525890981612,7.87147362086379,11.740292514285867
251,26,Watford,Brighton,1,1,1.2895064993681409,1.2418507577754778,1.680419124596661,1.618046280694343,0.92,1.04,0.92,1.2,1.56,1.48,6.448975996179667,6.758637326875936,7.374653194120167,6.837567382307689,14.502762159894807,9.833203501848304,11.230171371028817,14.243373817933634
252,26,Bournemouth,Sheffield United,1,2,1.1980596412110935,1.2192004691023322,1.8860195707092895,1.4358639928674366,1.04,1.44,1.0,1.04,1.52,0.92,5.213368003984014,5.657766927675754,9.183738145278461,6.243506707888903,13.751362123208994,13.492435438516459,8.330121841559041,11.761170051479095
253,26,Leicester,Wolves,0,0,1.595735745269659,1.6637464356894882,1.2099632577594415,1.1359524565815549,1.96,1.4,2.16,1.4,1.04,1.28,7.934383041184255,4.5015516447987345,6.0583516575956455,5.310425207640685,8.820454977939727,13.766529897262256,12.487194731964413,10.31726358442689
254,26,Burnley,Southampton,2,1,1.4091375326426907,1.3915746098657906,1.3182147049728914,1.644054912955811,1.24,1.24,1.12,1.24,1.52,1.84,3.3945998144759804,5.586151831958475,6.688852803241222,6.769633578401091,12.108610659183185,8.291981633043454,8.756063828304363,10.945949801482598
255,26,Liverpool,Norwich,1,0,2.006583779455818,1.0656101350654146,0.9537577424988171,1.9995104281159377,2.92,0.72,2.4,0.96,0.6,1.88,11.26274164691051,5.899689766076511,3.8825081888244473,9.110891763602332,8.03016839790758,12.642525739182577,24.569071382908586,9.16173381174829
256,26,Tottenham,Aston Villa,3,2,1.435495661616526,1.1982978706316465,1.575568639669676,2.1417771306285145,1.48,1.0,1.6,1.28,1.28,1.88,6.121860332424708,5.220782246041714,7.415118675189449,10.273459346149801,11.17634447169254,11.553325050031908,10.916579103408978,7.764244625894894
257,26,Newcastle United,Arsenal,0,4,0.934260827169836,1.500982919802646,1.6810845136536816,1.694877246642276,1.24,1.24,0.96,1.28,1.44,1.36,3.2376572775605856,8.269016136015674,8.75185518048146,6.798482818636911,22.15874903543326,11.8324913042146,6.8453218536498746,12.218517901712163
258,26,Man Utd,Chelsea,2,0,1.6915014239873303,2.007205748703649,1.0057126603124729,1.0192680442001951,1.4,1.64,1.44,1.72,1.16,1.36,6.740677073597492,8.902133060433016,5.065976754001504,4.2276872543073125,10.564439557055099,9.5658646164846,10.476309863212402,14.512255388114971
259,26,West Ham,Man City,0,2,1.3820655334589254,2.6454862501882923,1.8248898926635757,1.037518043766969,0.96,2.04,1.2,2.6,1.72,1.16,7.015187072823237,14.179248513497297,8.349449741074144,3.585772875854058,14.161767301431496,8.137525650564237,9.885089331682323,23.47696034632472
260,27,Tottenham,Chelsea,1,2,1.3488976495314022,2.045312954014494,1.570655733943593,1.0313199743502022,1.5384615384615385,1.5769230769230769,1.6538461538461537,1.6538461538461537,1.3076923076923077,1.3846153846153846,6.019069630011304,8.827209241162766,7.394230056446215,4.307247513389717,11.289785345681558,9.62178835278762,10.985028357102154,14.566264509119076
261,27,Brighton,Sheffield United,1,1,1.260306171536073,1.1897194144274152,1.6695077530287405,1.4488652068984165,1.0384615384615385,1.5,1.1923076923076923,1.0769230769230769,1.4615384615384615,0.9230769230769231,6.749354147140395,5.502687175092745,6.985166127781061,6.180774804599221,9.94217286730401,13.652879561320617,14.214272810931082,11.824068981889063
262,27,Bournemouth,Burnley,0,3,1.2025678426829183,1.4290005531289482,1.8803534839489071,1.3422220013180026,1.0,1.3076923076923077,1.0,1.1538461538461537,1.5384615384615385,1.5,5.113845432697728,3.448238268878903,9.154585936181263,6.715347141827422,13.88533934189503,12.228172607613308,8.306197621614722,8.823604744777608
263,27,Aston Villa,Southampton,0,2,1.176846531907965,1.416487095932426,2.070174511071369,1.6708890527042328,0.9615384615384616,1.1923076923076923,1.3076923076923077,1.2307692307692308,1.9230769230769231,1.8461538461538463,5.104981506293452,5.571371540242706,10.326520152239375,6.939977634772559,11.659713593783238,8.338123834223577,7.754421485307181,11.015448008678405
264,27,Newcastle United,Crystal Palace,0,1,0.9259622852830445,1.091562010104171,1.6331743177127418,1.3975985121812196,1.1923076923076923,1.1538461538461537,0.9230769230769231,0.8846153846153846,1.5384615384615385,1.2307692307692308,3.210430751759178,6.74162693260865,8.492992865498653,7.503011876828726,22.271561500984447,13.600513492197205,6.911226205565941,7.86653029858932
265,27,Man City,Leicester,1,0,2.6666410939461374,1.636826889318492,1.0770150789239263,1.2124653061348045,2.076923076923077,1.9230769230769231,2.576923076923077,2.076923076923077,1.1153846153846154,1.0,14.228383868226352,8.124167004306727,3.6935134123479774,6.060595952118555,8.05992255267108,8.928934015552795,23.413500360754917,12.390548375501506
266,27,Norwich,Wolves,0,3,1.0918453325679307,1.6822763083926846,1.9966719830434738,1.1576876871737536,0.6923076923076923,1.3846153846153846,0.9230769230769231,1.3461538461538463,1.8461538461538463,1.2307692307692308,6.011216295540992,4.448035632112975,8.961310677587036,5.392940393627852,11.398007498381908,13.72247739359305,9.206415881430917,10.471451569584993
267,27,Watford,Man Utd,0,3,1.3255585886312886,1.7303355556791504,1.7132194504751133,1.0082322241706447,0.9230769230769231,1.4615384615384615,0.9230769230769231,1.4615384615384615,1.5384615384615385,1.1153846153846154,6.572153710328941,6.923010807197397,7.388033665338745,4.83774509069387,14.485003665605337,10.470764155403373,11.381248919994132,10.571552550259032
268,27,Everton,Arsenal,2,3,1.618228552521221,1.446640524081312,1.3236909183005965,1.7137435768794997,1.3846153846153846,1.3076923076923077,1.3076923076923077,1.3846153846153846,1.4615384615384615,1.3076923076923077,6.012169762134223,7.992909569444805,5.4477805174240554,6.898428633588229,9.404546117557828,12.076508850793694,11.922611457143017,11.976322112487598
269,27,West Ham,Liverpool,2,3,1.42822540251103,2.0040173863579653,1.8137156031158463,0.9756909249026177,0.9230769230769231,2.923076923076923,1.1538461538461537,2.3461538461538463,1.7307692307692308,0.5769230769230769,7.230015182566925,11.195924017945526,8.18335866039822,3.9164508114715417,13.774687562196906,8.031328720904026,9.880985379242407,23.783266436097378
270,28,Leicester,Norwich,0,1,1.6694539567941526,1.1179595944453569,1.1690715670681908,1.9518984824378836,1.8518518518518519,0.6666666666666666,2.0,0.8888888888888888,1.0,1.8888888888888888,8.307172968746253,6.047331163238885,5.848474378979932,9.174214630358003,8.42639594467968,11.483650623324118,12.618782246055131,9.17807359148202
